source_path	decision	target	reason	chars_read
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1159
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1642
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	882
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1846
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseOnAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3367
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseOnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1820
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseOnBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1266
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseOnBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2025
creator\PriorScriptAPI\minecraft\server-1xx\ItemUseOnEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1349
creator\PriorScriptAPI\minecraft\server-1xx\JigsawPlaceOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1132
creator\PriorScriptAPI\minecraft\server-1xx\JigsawStructurePlaceOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1415
creator\PriorScriptAPI\minecraft\server-1xx\LessThanComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	780
creator\PriorScriptAPI\minecraft\server-1xx\LessThanOrEqualsComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	840
creator\PriorScriptAPI\minecraft\server-1xx\LeverActionAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2445
creator\PriorScriptAPI\minecraft\server-1xx\LeverActionAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2233
creator\PriorScriptAPI\minecraft\server-1xx\LiquidType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	813
creator\PriorScriptAPI\minecraft\server-1xx\ListBlockVolume.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1581
creator\PriorScriptAPI\minecraft\server-1xx\LocationInUnloadedChunkError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	599
creator\PriorScriptAPI\minecraft\server-1xx\LocationOutOfWorldBoundariesError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	639
creator\PriorScriptAPI\minecraft\server-1xx\MemoryTier.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1005
creator\PriorScriptAPI\minecraft\server-1xx\minecraft-server.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	24734
creator\PriorScriptAPI\minecraft\server-1xx\MinecraftDimensionTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2471
creator\PriorScriptAPI\minecraft\server-1xx\MolangVariableMap.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3786
creator\PriorScriptAPI\minecraft\server-1xx\MoonPhase.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1687
creator\PriorScriptAPI\minecraft\server-1xx\MusicOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1197
creator\PriorScriptAPI\minecraft\server-1xx\NamespaceNameError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	789
creator\PriorScriptAPI\minecraft\server-1xx\NamespaceNameErrorReason.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1012
creator\PriorScriptAPI\minecraft\server-1xx\NotEqualsComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	831
creator\PriorScriptAPI\minecraft\server-1xx\ObjectiveSortOrder.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	992
creator\PriorScriptAPI\minecraft\server-1xx\PaletteColor.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1474
creator\PriorScriptAPI\minecraft\server-1xx\PistonActivateAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2976
creator\PriorScriptAPI\minecraft\server-1xx\PistonActivateAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3561
creator\PriorScriptAPI\minecraft\server-1xx\PlaceJigsawError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	486
creator\PriorScriptAPI\minecraft\server-1xx\PlatformType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	910
creator\PriorScriptAPI\minecraft\server-1xx\PlayAnimationOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1329
creator\PriorScriptAPI\minecraft\server-1xx\Player.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	17640
creator\PriorScriptAPI\minecraft\server-1xx\PlayerBreakBlockAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1566
creator\PriorScriptAPI\minecraft\server-1xx\PlayerBreakBlockAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1890
creator\PriorScriptAPI\minecraft\server-1xx\PlayerBreakBlockBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1193
creator\PriorScriptAPI\minecraft\server-1xx\PlayerBreakBlockBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2103
creator\PriorScriptAPI\minecraft\server-1xx\PlayerButtonInputAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1132
creator\PriorScriptAPI\minecraft\server-1xx\PlayerButtonInputAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1894
creator\PriorScriptAPI\minecraft\server-1xx\PlayerCursorInventoryComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1419
creator\PriorScriptAPI\minecraft\server-1xx\PlayerDimensionChangeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1501
creator\PriorScriptAPI\minecraft\server-1xx\PlayerDimensionChangeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1876
creator\PriorScriptAPI\minecraft\server-1xx\PlayerEmoteAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	823
creator\PriorScriptAPI\minecraft\server-1xx\PlayerEmoteAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1515
creator\PriorScriptAPI\minecraft\server-1xx\PlayerGameModeChangeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1155
creator\PriorScriptAPI\minecraft\server-1xx\PlayerGameModeChangeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1862
creator\PriorScriptAPI\minecraft\server-1xx\PlayerGameModeChangeBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1234
creator\PriorScriptAPI\minecraft\server-1xx\PlayerGameModeChangeBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2072
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInputModeChangeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1179
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInputModeChangeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1854
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInputPermissionCategoryChangeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1292
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInputPermissionCategoryChangeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2069
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInputPermissions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2248
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithBlockAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1934
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithBlockAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1904
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithBlockBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1852
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithBlockBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2114
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithEntityAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1389
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithEntityAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1923
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithEntityBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1307
creator\PriorScriptAPI\minecraft\server-1xx\PlayerInteractWithEntityBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2133
creator\PriorScriptAPI\minecraft\server-1xx\PlayerJoinAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1098
creator\PriorScriptAPI\minecraft\server-1xx\PlayerJoinAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	826
creator\PriorScriptAPI\minecraft\server-1xx\PlayerLeaveAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	970
creator\PriorScriptAPI\minecraft\server-1xx\PlayerLeaveAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	832
creator\PriorScriptAPI\minecraft\server-1xx\PlayerLeaveBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	840
creator\PriorScriptAPI\minecraft\server-1xx\PlayerLeaveBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1932
creator\PriorScriptAPI\minecraft\server-1xx\PlayerPlaceBlockAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	929
creator\PriorScriptAPI\minecraft\server-1xx\PlayerPlaceBlockAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1903
creator\PriorScriptAPI\minecraft\server-1xx\PlayerSoundOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1035
creator\PriorScriptAPI\minecraft\server-1xx\PlayerSpawnAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1140
creator\PriorScriptAPI\minecraft\server-1xx\PlayerSpawnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	870
creator\PriorScriptAPI\minecraft\server-1xx\PressurePlatePopAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1098
creator\PriorScriptAPI\minecraft\server-1xx\PressurePlatePopAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1795
creator\PriorScriptAPI\minecraft\server-1xx\PressurePlatePushAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1225
creator\PriorScriptAPI\minecraft\server-1xx\PressurePlatePushAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1808
creator\PriorScriptAPI\minecraft\server-1xx\ProjectileHitBlockAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1731
creator\PriorScriptAPI\minecraft\server-1xx\ProjectileHitBlockAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1818
creator\PriorScriptAPI\minecraft\server-1xx\ProjectileHitEntityAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1730
creator\PriorScriptAPI\minecraft\server-1xx\ProjectileHitEntityAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1837
creator\PriorScriptAPI\minecraft\server-1xx\ProjectileShootOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	893
creator\PriorScriptAPI\minecraft\server-1xx\RangeComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	928
creator\PriorScriptAPI\minecraft\server-1xx\RawMessage.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	4767
creator\PriorScriptAPI\minecraft\server-1xx\RawMessageError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	483
creator\PriorScriptAPI\minecraft\server-1xx\RawMessageScore.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	902
creator\PriorScriptAPI\minecraft\server-1xx\RawText.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1032
creator\PriorScriptAPI\minecraft\server-1xx\RGB.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1027
